date,team,oppteam,location,teamscore,oppscore
11/10/2023,Central Conn. St.,Quinnipiac,V,70,74
11/10/2023,Hofstra,Princeton,H,67,74
11/10/2023,Lehigh,Penn St.,V,65,74
11/10/2023,San Diego St.,BYU,V,65,74
11/10/2023,USC Upstate,Vanderbilt,V,67,74
11/10/2023,Eastern Ky.,Wilberforce,H,133,75
11/10/2023,Eastern Wash.,Ole Miss,V,64,75
11/10/2023,Kansas St.,Bellarmine,H,83,75
11/10/2023,Montana,Oregon,V,61,75
11/10/2023,Navy,Temple,H,68,75
11/10/2023,Samford,VCU,V,65,75
11/10/2023,The Citadel,Boston College,H,71,75
11/10/2023,Clemson,UAB,N,77,76
11/10/2023,Furman,Belmont,H,99,76
11/10/2023,Harvard,Rice,V,89,76
11/10/2023,Minnesota,UTSA,H,102,76
11/10/2023,Colorado St.,Wright St.,H,105,77
11/10/2023,Georgia,Wake Forest,H,80,77
11/10/2023,South Carolina,Virginia Tech,N,79,77
11/10/2023,UAB,Clemson,N,76,77
11/10/2023,Duke,Arizona,H,73,78
11/10/2023,Tennessee Tech,Murray St.,V,72,78
11/10/2023,UNC Greensboro,N.C. A&T,H,94,78
11/10/2023,Jacksonville,Xavier,V,56,79
11/10/2023,Pacific,California,V,87,79
11/10/2023,South Dakota,UTRGV,H,100,79
11/10/2023,Virginia Tech,South Carolina,N,77,79
11/10/2023,Alabama,Indiana St.,H,102,80
11/10/2023,Jackson St.,California Baptist,V,66,80
11/10/2023,Oregon St.,Troy,H,81,80
11/10/2023,Wake Forest,Georgia,V,77,80
11/10/2023,Wisconsin,Tennessee,H,70,80
11/10/2023,Dartmouth,UMass Lowell,H,48,81
11/10/2023,Iona,Sacred Heart,H,88,81
11/10/2023,Louisville,Chattanooga,H,71,81
11/10/2023,Tex. A&M-Commerce,Kentucky,V,61,81
11/10/2023,Troy,Oregon St.,V,80,81
11/10/2023,LIU,Air Force,H,67,82
11/10/2023,Mississippi Val.,Oklahoma,V,43,82
11/10/2023,UC Riverside,Utah,V,53,82
11/10/2023,Bellarmine,Kansas St.,V,75,83
11/10/2023,Le Moyne,Villanova,V,57,83
11/10/2023,Prairie View,Washington St.,V,65,83
11/10/2023,Abilene Christian,NC State,V,64,84
11/10/2023,Delaware St.,Texas,V,59,86
11/10/2023,Gardner-Webb,Arkansas,V,68,86
11/10/2023,Little Rock,UIC,V,71,86
11/10/2023,Southeastern La.,Auburn,V,71,86
11/10/2023,Yale,Gonzaga,V,71,86
11/10/2023,California,Pacific,H,79,87
11/10/2023,Morehead St.,Purdue,V,57,87
11/10/2023,Sacred Heart,Iona,V,81,88
11/10/2023,UCF,Miami (FL),V,72,88
11/10/2023,Binghamton,Pittsburgh,V,60,89
11/10/2023,Rice,Harvard,H,76,89
11/10/2023,Col. of Charleston,Duquesne,N,72,90
11/10/2023,Queens (NC),Southern Ill.,V,68,91
11/10/2023,Sacramento St.,Stanford,V,73,91
11/10/2023,Southeast Mo. St.,Butler,V,56,91
11/10/2023,Youngstown St.,Michigan,V,62,92
11/10/2023,Detroit Mercy,Cincinnati,V,61,93
11/10/2023,Kennesaw St.,Florida St.,V,67,94
11/10/2023,N.C. A&T,UNC Greensboro,V,78,94
11/10/2023,Grambling,Colorado,V,63,95
11/10/2023,Rider,Marquette,V,65,95
11/10/2023,Alabama St.,Iowa,V,67,98
11/10/2023,Belmont,Furman,V,76,99
11/10/2023,Manhattan,Kansas,V,61,99
11/10/2023,UTRGV,South Dakota,V,79,100
11/10/2023,Indiana St.,Alabama,V,80,102
11/10/2023,UTSA,Minnesota,V,76,102
11/10/2023,Wright St.,Colorado St.,V,77,105
11/11/2023,Vermont,Plattsburgh St.,H,92,41
11/11/2023,Kansas City,St. Mary (KS),H,95,42
11/11/2023,Longwood,St. Mary's (MD),H,95,43
11/11/2023,Cal St. Fullerton,La Sierra,H,78,48
11/11/2023,Richmond,Siena,H,90,48
11/11/2023,Saint Peter's,NJIT,V,75,48
11/11/2023,Houston,A&M-Corpus Christi,H,82,50
11/11/2023,Tarleton St.,UNT Dallas,H,93,52
11/11/2023,Arizona St.,Texas Southern,H,63,52
11/11/2023,Seton Hall,Fairleigh Dickinson,H,85,55
11/11/2023,UNLV,Stetson,H,71,55
11/11/2023,South Alabama,Buffalo,V,70,56
11/11/2023,Marist,UMBC,V,65,59
11/11/2023,Santa Clara,Saint Francis (PA),H,82,59
11/11/2023,Creighton,North Dakota St.,H,89,60
11/11/2023,Eastern Mich.,Ga. Southern,H,70,60
11/11/2023,Mount St. Mary's,Coppin St.,H,74,60
11/11/2023,Western Caro.,Notre Dame,V,71,61
11/11/2023,East Carolina,Campbell,H,77,63
11/11/2023,Mississippi St.,UT Martin,H,87,63
11/11/2023,Texas Southern,Arizona St.,V,52,63
11/11/2023,UC San Diego,San Diego,H,69,63
11/11/2023,UT Arlington,UT Tyler,H,95,64
11/11/2023,Bucknell,Niagara,V,73,64
11/11/2023,North Texas,Omaha,H,75,64
11/11/2023,ULM,Central Mich.,V,74,64
11/11/2023,UMES,Cairn,H,83,65
11/11/2023,Loyola Chicago,Eastern Ill.,H,89,65
11/11/2023,Texas St.,Miami (OH),V,75,65
11/11/2023,UMBC,Marist,H,59,65
11/11/2023,Bradley,Utah St.,H,72,66
11/11/2023,UNCW,UNC Asheville,V,83,66
11/11/2023,Wyoming,Cal Poly,H,80,66
11/11/2023,Canisius,St. Bonaventure,V,70,67
11/11/2023,Holy Cross,Georgetown,V,68,67
11/11/2023,UConn,Stonehill,H,107,67
11/11/2023,Ark.-Pine Bluff,Southwestern Christ.,H,112,68
11/11/2023,Ball St.,Old Dominion,H,73,68
11/11/2023,Georgetown,Holy Cross,H,67,68
11/11/2023,Seattle U,Montana St.,H,71,68
11/11/2023,New Orleans,Southern-N.O.,H,106,69
11/11/2023,Kent St.,Fresno St.,H,79,69
11/11/2023,Providence,Milwaukee,H,79,69
11/11/2023,San Diego,UC San Diego,V,63,69
11/11/2023,Buffalo,South Alabama,H,56,70
11/11/2023,Ga. Southern,Eastern Mich.,V,60,70
11/11/2023,Georgia St.,Western Mich.,V,77,70
11/11/2023,St. Bonaventure,Canisius,H,67,70
11/11/2023,Montana St.,Seattle U,V,68,71
11/11/2023,Notre Dame,Western Caro.,H,61,71
11/11/2023,Saint Louis,Illinois St.,H,80,71
11/11/2023,Stetson,UNLV,V,55,71
11/11/2023,Tulsa,UIW,H,85,71
11/11/2023,Drexel,Winthrop,V,74,72
11/11/2023,Utah St.,Bradley,V,66,72
11/11/2023,Cornell,Fordham,V,78,73
11/11/2023,Long Beach St.,DePaul,V,77,73
11/11/2023,Niagara,Bucknell,H,64,73
11/11/2023,Old Dominion,Ball St.,V,68,73
11/11/2023,Lipscomb,Asbury,H,113,74
11/11/2023,Central Mich.,ULM,H,64,74
11/11/2023,Coppin St.,Mount St. Mary's,V,60,74
11/11/2023,La Salle,Northeastern,H,79,74
11/11/2023,UC Irvine,New Mexico St.,H,91,74
11/11/2023,Winthrop,Drexel,H,72,74
11/11/2023,Bowling Green,Arkansas St.,H,81,75
11/11/2023,Loyola Maryland,Brown,V,77,75
11/11/2023,Miami (OH),Texas St.,H,65,75
11/11/2023,NJIT,Saint Peter's,H,48,75
11/11/2023,Omaha,North Texas,V,64,75
11/11/2023,UAlbany,Columbia,V,78,75
11/11/2023,Brown,Loyola Maryland,H,75,77
11/11/2023,Campbell,East Carolina,V,63,77
11/11/2023,DePaul,Long Beach St.,H,73,77
11/11/2023,Western Mich.,Georgia St.,H,70,77
11/11/2023,Cleveland St.,Ohio,H,82,78
11/11/2023,Columbia,UAlbany,H,75,78
11/11/2023,Fordham,Cornell,H,73,78
11/11/2023,NIU,App State,H,91,78
11/11/2023,Toledo,Louisiana,H,87,78
11/11/2023,Fresno St.,Kent St.,V,69,79
11/11/2023,Milwaukee,Providence,V,69,79
11/11/2023,Northeastern,La Salle,V,74,79
11/11/2023,Utah Tech,Jacksonville St.,V,81,79
11/11/2023,Cal Poly,Wyoming,V,66,80
11/11/2023,Illinois St.,Saint Louis,V,71,80
11/11/2023,Arkansas St.,Bowling Green,V,75,81
11/11/2023,Jacksonville St.,Utah Tech,H,79,81
11/11/2023,A&M-Corpus Christi,Houston,V,50,82
11/11/2023,Ohio,Cleveland St.,V,78,82
11/11/2023,Saint Francis (PA),Santa Clara,V,59,82
11/11/2023,UNC Asheville,UNCW,H,66,83
11/11/2023,Fairleigh Dickinson,Seton Hall,V,55,85
11/11/2023,UIW,Tulsa,V,71,85
11/11/2023,Louisiana,Toledo,V,78,87
11/11/2023,UT Martin,Mississippi St.,V,63,87
11/11/2023,Eastern Ill.,Loyola Chicago,V,65,89
11/11/2023,George Washington,William & Mary,H,95,89
11/11/2023,North Dakota St.,Creighton,V,60,89
11/11/2023,Siena,Richmond,V,48,90
11/11/2023,App State,NIU,V,78,91
11/11/2023,New Mexico St.,UC Irvine,V,74,91
11/11/2023,William & Mary,George Washington,V,89,95
11/11/2023,Wofford,High Point,H,99,98
11/11/2023,High Point,Wofford,V,98,99
11/11/2023,Stonehill,UConn,V,67,107
11/12/2023,Columbia,Bard,H,86,36
11/12/2023,Texas Tech,San Jose St.,H,56,42
11/12/2023,Radford,East. Mennonite,H,84,47
11/12/2023,USC Upstate,CarolinaU,H,106,48
11/12/2023,Binghamton,Keystone,H,104,50
11/12/2023,Portland St.,Linfield,H,70,53
11/12/2023,Pepperdine,Lafayette,H,76,53
11/12/2023,St. Thomas (MN),North Central (MN),H,100,54
11/12/2023,Georgia,N.C. Central,H,64,54
11/12/2023,Grand Canyon,Northern Ariz.,H,89,55
11/12/2023,Iowa St.,Idaho St.,H,86,55
11/12/2023,San Jose St.,Texas Tech,V,42,56
11/12/2023,Delaware,Air Force,H,65,57
11/12/2023,Rutgers,Bryant,H,66,57
11/12/2023,Weber St.,Saint Mary's (CA),V,61,57
11/12/2023,Boise St.,San Francisco,H,63,58
11/12/2023,Western Ill.,St. Ambrose,H,94,59
11/12/2023,Morgan St.,Penn St.-Wilkes Barre,H,78,60
11/12/2023,Saint Mary's (CA),Weber St.,H,57,61
11/12/2023,Baylor,Gardner-Webb,H,77,62
11/12/2023,Towson,Robert Morris,H,66,62
11/12/2023,San Francisco,Boise St.,V,58,63
11/12/2023,UAB,Maryland,N,66,63
11/12/2023,Indiana,Army West Point,H,72,64
11/12/2023,N.C. Central,Georgia,V,54,64
11/12/2023,Purdue Fort Wayne,Tex. A&M-Commerce,H,86,64
11/12/2023,Wichita St.,Friends,H,95,65
11/12/2023,Air Force,Delaware,V,57,65
11/12/2023,Clemson,Davidson,N,68,65
11/12/2023,Merrimack,Maine,V,71,65
11/12/2023,Montana,UC Davis,H,78,65
11/12/2023,Portland,UC Riverside,H,76,65
11/12/2023,Bryant,Rutgers,V,57,66
11/12/2023,Maryland,UAB,N,63,66
11/12/2023,Robert Morris,Towson,V,62,66
11/12/2023,Chicago St.,Southern Ind.,V,78,67
11/12/2023,Davidson,Clemson,N,65,68
11/12/2023,North Carolina,Lehigh,H,90,68
11/12/2023,North Dakota,Elon,H,85,68
11/12/2023,Oklahoma St.,Sam Houston,H,85,70
11/12/2023,Maine,Merrimack,H,65,71
11/12/2023,Army West Point,Indiana,V,64,72
11/12/2023,Cincinnati,Eastern Wash.,H,85,73
11/12/2023,Lafayette,Pepperdine,V,53,76
11/12/2023,Nevada,Washington,V,83,76
11/12/2023,UC Riverside,Portland,V,65,76
11/12/2023,Gardner-Webb,Baylor,V,62,77
11/12/2023,Southern Ind.,Chicago St.,H,67,78
11/12/2023,UC Davis,Montana,V,65,78
11/12/2023,Yale,LMU (CA),V,83,80
11/12/2023,LMU (CA),Yale,H,80,83
11/12/2023,Washington,Nevada,H,76,83
11/12/2023,Eastern Wash.,Cincinnati,V,73,85
11/12/2023,Elon,North Dakota,V,68,85
11/12/2023,Sam Houston,Oklahoma St.,V,70,85
11/12/2023,Idaho St.,Iowa St.,V,55,86
11/12/2023,James Madison,Howard,H,107,86
11/12/2023,Tex. A&M-Commerce,Purdue Fort Wayne,V,64,86
11/12/2023,Northern Ariz.,Grand Canyon,V,55,89
11/12/2023,Lehigh,North Carolina,V,68,90
11/12/2023,Howard,James Madison,V,86,107
11/13/2023,Central Conn. St.,Framingham St.,H,99,42
11/13/2023,Louisiana Tech,Lyon,H,100,43
11/13/2023,A&M-Corpus Christi,Dallas Christian,H,104,45
11/13/2023,Fairfield,Mt. St. Mary (NY),H,92,45
11/13/2023,Le Moyne,SUNY Canton,H,105,46
11/13/2023,McNeese,Champion Chris.,H,110,46
11/13/2023,Butler,ETSU,H,81,47
11/13/2023,Houston,Stetson,H,79,48
11/13/2023,Missouri,SIUE,H,68,50
11/13/2023,Nebraska,Rider,H,64,50
11/13/2023,Lindenwood,Hannibal-La Grange,H,83,52
11/13/2023,Pepperdine,LIU,H,88,53
11/13/2023,NIU,IIT,H,107,55
11/13/2023,UC San Diego,La Verne,H,116,57
11/13/2023,American,Siena,H,78,58
11/13/2023,Arizona,Southern U.,H,97,59
11/13/2023,Charleston So.,JWU (Charlotte),H,102,61
11/13/2023,California,CSU Bakersfield,H,83,63
11/13/2023,Duquesne,Stony Brook,H,85,63
11/13/2023,Presbyterian,The Citadel,H,71,64
11/13/2023,Rider,Nebraska,V,50,64
11/13/2023,South Carolina,VMI,H,74,64
11/13/2023,Western Caro.,Middle Tenn.,V,66,64
11/13/2023,Middle Tenn.,Western Caro.,H,64,66
11/13/2023,Florida St.,Central Mich.,H,94,67
11/13/2023,Kansas St.,South Dakota St.,H,91,68
11/13/2023,Norfolk St.,Hampton,H,75,68
11/13/2023,SIUE,Missouri,V,50,68
11/13/2023,Missouri St.,Oral Roberts,H,84,69
11/13/2023,SFA,Northwestern St.,V,96,70
11/13/2023,Youngstown St.,Ohio Christian,H,99,71
11/13/2023,Purdue,Xavier,H,83,71
11/13/2023,The Citadel,Presbyterian,V,64,71
11/13/2023,UT Martin,Brescia,H,90,72
11/13/2023,Penn,Villanova,H,76,72
11/13/2023,Michigan,St. John's (NY),V,89,73
11/13/2023,Pittsburgh,FGCU,H,86,74
11/13/2023,VMI,South Carolina,V,64,74
11/13/2023,Hampton,Norfolk St.,V,68,75
11/13/2023,UTEP,UC Santa Barbara,H,89,76
11/13/2023,Villanova,Penn,V,72,76
11/13/2023,Arkansas,Old Dominion,H,86,77
11/13/2023,South Carolina St.,North Florida,H,87,77
11/13/2023,Siena,American,V,58,78
11/13/2023,Stetson,Houston,V,48,79
11/13/2023,Miami (FL),FIU,H,86,80
11/13/2023,ETSU,Butler,V,47,81
11/13/2023,Massachusetts,Quinnipiac,H,102,81
11/13/2023,Ark.-Pine Bluff,Central Ark.,V,85,83
11/13/2023,CSU Bakersfield,California,V,63,83
11/13/2023,Xavier,Purdue,V,71,83
11/13/2023,Oral Roberts,Missouri St.,V,69,84
11/13/2023,Central Ark.,Ark.-Pine Bluff,H,83,85
11/13/2023,Stony Brook,Duquesne,V,63,85
11/13/2023,FGCU,Pittsburgh,V,74,86
11/13/2023,FIU,Miami (FL),V,80,86
11/13/2023,Old Dominion,Arkansas,V,77,86
11/13/2023,North Florida,South Carolina St.,V,77,87
11/13/2023,LIU,Pepperdine,V,53,88
11/13/2023,St. John's (NY),Michigan,H,73,89
11/13/2023,UC Santa Barbara,UTEP,V,76,89
11/13/2023,South Dakota St.,Kansas St.,V,68,91
11/13/2023,Central Mich.,Florida St.,V,67,94
11/13/2023,Northwestern St.,SFA,H,70,96
11/13/2023,Southern U.,Arizona,V,59,97
11/13/2023,Quinnipiac,Massachusetts,V,81,102
11/14/2023,Idaho,Evergreen St.,H,88,42
11/14/2023,New Mexico St.,Western N.M.,H,78,43
11/14/2023,Troy,Reinhardt,H,111,46
11/14/2023,Alabama,South Alabama,H,102,46
11/14/2023,McNeese,LeTourneau,H,81,49
11/14/2023,N.C. Central,Mid-Atlantic Christ.,H,113,50
11/14/2023,UNI,Loras,H,90,50
11/14/2023,Alabama St.,Oglethorpe,H,115,51
11/14/2023,Ball St.,Oakland City,H,92,51
11/14/2023,Virginia,N.C. A&T,H,80,51
11/14/2023,Austin Peay,Fisk,H,79,52
11/14/2023,Samford,Mississippi Col.,H,96,52
11/14/2023,Howard,Boston U.,H,64,53
11/14/2023,Penn St.,Saint Francis (PA),H,83,53
11/14/2023,Rhode Island,Wagner,H,69,53
11/14/2023,UC Davis,North Dakota St.,N,68,53
11/14/2023,UConn,Mississippi Val.,H,87,53
11/14/2023,UNC Asheville,CarolinaU,H,117,54
11/14/2023,Mississippi St.,North Ala.,H,81,54
11/14/2023,Oklahoma,Texas St.,H,93,54
11/14/2023,TCU,UTRGV,H,88,55
11/14/2023,Akron,Heidelberg,H,114,56
11/14/2023,Harvard,Northeastern,H,80,56
11/14/2023,Saint Joseph's,Stonehill,H,100,56
11/14/2023,Gonzaga,Eastern Ore.,H,123,57
11/14/2023,Fla. Atlantic,Eastern Mich.,H,100,57
11/14/2023,Indiana St.,IUPUI,H,96,57
11/14/2023,La Salle,Bucknell,H,69,57
11/14/2023,West Virginia,Jacksonville St.,H,70,57
11/14/2023,Belmont,Berry,H,93,59
11/14/2023,Northwestern,Western Mich.,H,63,59
11/14/2023,Providence,Wisconsin,H,72,59
11/14/2023,Valparaiso,Green Bay,H,64,59
11/14/2023,DePaul,South Dakota,H,72,60
11/14/2023,George Washington,Hofstra,H,71,60
11/14/2023,UC Irvine,Southern California,V,70,60
11/14/2023,Baylor,Kansas City,H,99,61
11/14/2023,Tennessee,Wofford,H,82,61
11/14/2023,Oakland,Bowling Green,H,81,62
11/14/2023,UIW,Schreiner,H,104,63
11/14/2023,Bradley,Tarleton St.,H,86,63
11/14/2023,Western Mich.,Northwestern,V,59,63
11/14/2023,Boston U.,Howard,V,53,64
11/14/2023,CSUN,Chicago St.,V,74,64
11/14/2023,Chattanooga,Bellarmine,H,72,64
11/14/2023,Colorado St.,Northern Colo.,V,83,64
11/14/2023,Green Bay,Valparaiso,V,59,64
11/14/2023,Marquette,Illinois,V,71,64
11/14/2023,New Hampshire,Brown,H,82,64
11/14/2023,Temple,Drexel,V,66,64
11/14/2023,Southern Ind.,Tiffin,H,68,65
11/14/2023,UMBC,Penn St.-York,H,84,65
11/14/2023,Duke,Michigan St.,N,74,65
11/14/2023,Lipscomb,Tennessee Tech,V,96,65
11/14/2023,Hawaii,Hawaii Hilo,H,82,66
11/14/2023,Sacramento St.,Pacific Union,H,128,66
11/14/2023,Drexel,Temple,H,64,66
11/14/2023,LMU (CA),Jackson St.,H,88,66
11/14/2023,Morehead St.,Mercer,H,74,66
11/14/2023,Texas A&M,SMU,V,79,66
11/14/2023,Drake,Southwest Minn. St.,H,87,67
11/14/2023,UIC,Loyola Chicago,V,72,67
11/14/2023,Northern Ky.,DePauw,H,85,68
11/14/2023,Florida,Florida A&M,H,89,68
11/14/2023,Jacksonville,Ga. Southern,H,85,68
11/14/2023,North Dakota St.,UC Davis,N,53,68
11/14/2023,Bucknell,La Salle,V,57,69
11/14/2023,Ole Miss,Detroit Mercy,H,70,69
11/14/2023,Wagner,Rhode Island,V,53,69
11/14/2023,Detroit Mercy,Ole Miss,V,69,70
11/14/2023,Jacksonville St.,West Virginia,V,57,70
11/14/2023,Southern California,UC Irvine,H,60,70
11/14/2023,Vanderbilt,UNC Greensboro,H,74,70
11/14/2023,Hofstra,George Washington,V,60,71
11/14/2023,Illinois,Marquette,H,64,71
11/14/2023,Oregon St.,App State,H,81,71
11/14/2023,UMass Lowell,Georgia Tech,V,74,71
11/14/2023,Bellarmine,Chattanooga,V,64,72
11/14/2023,Loyola Chicago,UIC,H,67,72
11/14/2023,Queens (NC),High Point,H,74,72
11/14/2023,South Dakota,DePaul,V,60,72
11/14/2023,Wisconsin,Providence,V,59,72
11/14/2023,Grambling,Champion Chris.,H,113,73
11/14/2023,Chicago St.,CSUN,H,64,74
11/14/2023,Georgia Tech,UMass Lowell,H,71,74
11/14/2023,High Point,Queens (NC),V,72,74
11/14/2023,Mercer,Morehead St.,V,66,74
11/14/2023,Michigan St.,Duke,N,65,74
11/14/2023,Prairie View,Abilene Christian,V,79,74
11/14/2023,UNC Greensboro,Vanderbilt,V,70,74
11/14/2023,Syracuse,Colgate,H,79,75
11/14/2023,San Diego St.,Long Beach St.,H,88,76
11/14/2023,Sacred Heart,Holy Cross,V,84,77
11/14/2023,Santa Clara,Stanford,V,89,77
11/14/2023,Toledo,Wright St.,V,78,77
11/14/2023,Wright St.,Toledo,H,77,78
11/14/2023,Abilene Christian,Prairie View,H,74,79
11/14/2023,Colgate,Syracuse,V,75,79
11/14/2023,Colorado,Milwaukee,H,106,79
11/14/2023,SMU,Texas A&M,H,66,79
11/14/2023,UNCW,Columbia Int'l,H,116,80
11/14/2023,N.C. A&T,Virginia,V,51,80
11/14/2023,Northeastern,Harvard,V,56,80
11/14/2023,App State,Oregon St.,V,71,81
11/14/2023,Bowling Green,Oakland,V,62,81
11/14/2023,North Ala.,Mississippi St.,V,54,81
11/14/2023,Western Ky.,Murray St.,V,86,81
11/14/2023,Brown,New Hampshire,V,64,82
11/14/2023,Lamar University,UTSA,H,90,82
11/14/2023,Wofford,Tennessee,V,61,82
11/14/2023,Northern Colo.,Colorado St.,H,64,83
11/14/2023,Saint Francis (PA),Penn St.,V,53,83
11/14/2023,Creighton,Iowa,H,92,84
11/14/2023,Holy Cross,Sacred Heart,H,77,84
11/14/2023,Kansas,Kentucky,N,89,84
11/14/2023,Utah St.,Southern Utah,H,93,84
11/14/2023,Ga. Southern,Jacksonville,V,68,85
11/14/2023,Arkansas St.,Alcorn,H,100,86
11/14/2023,Murray St.,Western Ky.,H,81,86
11/14/2023,Tarleton St.,Bradley,V,63,86
11/14/2023,Mississippi Val.,UConn,V,53,87
11/14/2023,Jackson St.,LMU (CA),V,66,88
11/14/2023,Long Beach St.,San Diego St.,V,76,88
11/14/2023,UTRGV,TCU,V,55,88
11/14/2023,Florida A&M,Florida,V,68,89
11/14/2023,Kentucky,Kansas,N,84,89
11/14/2023,Stanford,Santa Clara,H,77,89
11/14/2023,UTSA,Lamar University,V,82,90
11/14/2023,Iowa,Creighton,V,84,92
11/14/2023,Southern Utah,Utah St.,V,84,93
11/14/2023,Texas St.,Oklahoma,V,54,93
11/14/2023,IUPUI,Indiana St.,V,57,96
11/14/2023,Tennessee Tech,Lipscomb,H,65,96
11/14/2023,Kansas City,Baylor,V,61,99
11/14/2023,Alcorn,Arkansas St.,V,86,100
11/14/2023,Eastern Mich.,Fla. Atlantic,V,57,100
11/14/2023,Stonehill,Saint Joseph's,V,56,100
11/14/2023,South Alabama,Alabama,V,46,102
11/14/2023,Milwaukee,Colorado,V,79,106
11/15/2023,Nevada,Pacific,H,88,39
11/15/2023,Louisville,Coppin St.,H,61,41
11/15/2023,Virginia Tech,Campbell,H,60,44
11/15/2023,Southern Miss.,Xavier (LA),H,76,45
11/15/2023,Charlotte,Utah Valley,H,62,45
11/15/2023,BYU,Southeastern La.,H,105,48
11/15/2023,VCU,Radford,H,73,50
11/15/2023,Ohio St.,Merrimack,H,76,52
11/15/2023,Kennesaw St.,Keiser,H,101,55
11/15/2023,Louisiana,La. Christian,H,107,56
11/15/2023,Binghamton,Loyola Maryland,V,63,57
11/15/2023,Evansville,Southeast Mo. St.,V,76,57
11/15/2023,UCLA,LIU,H,78,58
11/15/2023,Columbia,SUNY Delhi,H,105,60
11/15/2023,Campbell,Virginia Tech,V,44,60
11/15/2023,Northern Ariz.,Seattle U,V,62,60
11/15/2023,Rutgers,Georgetown,H,71,60
11/15/2023,Dartmouth,Westfield St.,H,79,61
11/15/2023,Boston College,Richmond,H,68,61
11/15/2023,Cleveland St.,Canisius,H,71,61
11/15/2023,Coppin St.,Louisville,V,41,61
11/15/2023,Illinois St.,Eastern Ill.,H,69,61
11/15/2023,Longwood,UMES,V,80,61
11/15/2023,Seattle U,Northern Ariz.,H,60,62
11/15/2023,Utah Valley,Charlotte,V,45,62
11/15/2023,Bethune-Cookman,Trinity Baptist,H,104,63
11/15/2023,Tex. A&M-Commerce,Science & Arts Okla.,H,113,63
11/15/2023,Central Mich.,South Fla.,V,68,63
11/15/2023,Loyola Maryland,Binghamton,H,57,63
11/15/2023,Nebraska,Stony Brook,H,84,63
11/15/2023,Texas,Rice,H,80,64
11/15/2023,Tennessee St.,Portland,V,75,65
11/15/2023,Delaware,Delaware St.,V,78,67
11/15/2023,Princeton,Duquesne,V,70,67
11/15/2023,Fresno St.,Morgan St.,H,87,68
11/15/2023,Richmond,Boston College,V,61,68
11/15/2023,South Fla.,Central Mich.,H,63,68
11/15/2023,Eastern Ill.,Illinois St.,V,61,69
11/15/2023,Duquesne,Princeton,H,67,70
11/15/2023,Fairleigh Dickinson,Saint Peter's,H,71,70
11/15/2023,Canisius,Cleveland St.,V,61,71
11/15/2023,Georgetown,Rutgers,V,60,71
11/15/2023,Saint Peter's,Fairleigh Dickinson,V,70,71
11/15/2023,Seton Hall,UAlbany,H,96,71
11/15/2023,Radford,VCU,V,50,73
11/15/2023,FIU,Houston Christian,V,83,74
11/15/2023,Portland,Tennessee St.,H,65,75
11/15/2023,Merrimack,Ohio St.,V,52,76
11/15/2023,Southeast Mo. St.,Evansville,H,57,76
11/15/2023,Delaware St.,Delaware,H,67,78
11/15/2023,LIU,UCLA,V,58,78
11/15/2023,Rice,Texas,V,64,80
11/15/2023,UMES,Longwood,H,61,80
11/15/2023,USC Upstate,East Carolina,V,83,81
11/15/2023,Buffalo,Roberts Wesleyan,H,89,83
11/15/2023,East Carolina,USC Upstate,H,81,83
11/15/2023,George Mason,Cornell,H,90,83
11/15/2023,Houston Christian,FIU,H,74,83
11/15/2023,Stony Brook,Nebraska,V,63,84
11/15/2023,Denver,Nicholls,N,91,85
11/15/2023,Morgan St.,Fresno St.,V,68,87
11/15/2023,Pacific,Nevada,V,39,88
11/15/2023,Cornell,George Mason,V,83,90
11/15/2023,Nicholls,Denver,N,85,91
11/15/2023,UAlbany,Seton Hall,V,71,96
11/15/2023,Southeastern La.,BYU,V,48,105
11/16/2023,Virginia,Texas Southern,H,62,33
11/16/2023,CSU Bakersfield,St. Katherine,H,77,44
11/16/2023,UCF,Cal St. Fullerton,H,72,44
11/16/2023,Houston,Towson,N,65,49
11/16/2023,Brown,Rhode Island Col.,H,92,51
11/16/2023,Idaho St.,Northwest (WA),H,85,51
11/16/2023,St. John's (NY),North Texas,N,53,52
11/16/2023,Tulsa,Jackson St.,H,72,52
11/16/2023,North Texas,St. John's (NY),N,52,53
11/16/2023,Southern Ill.,Chicago St.,H,71,55
11/16/2023,Air Force,Lindenwood,H,76,58
11/16/2023,The Citadel,North Greenville,H,77,59
11/16/2023,Auburn,Notre Dame,N,83,59
11/16/2023,Montana St.,California,V,63,60
11/16/2023,Texas Southern,Virginia,V,33,62
11/16/2023,North Dakota,Valley City St.,H,93,63
11/16/2023,California,Montana St.,H,60,63
11/16/2023,Louisiana Tech,ULM,V,73,63
11/16/2023,St. Bonaventure,Oklahoma St.,N,66,64
11/16/2023,Texas Tech,A&M-Corpus Christi,H,73,64
11/16/2023,Vermont,Col. of Charleston,N,73,64
11/16/2023,Lehigh,SUNY Oneonta,H,90,65
11/16/2023,Maine,Northwestern St.,N,78,65
11/16/2023,Towson,Houston,N,49,65
11/16/2023,Oklahoma St.,St. Bonaventure,N,64,66
11/16/2023,Manhattan,Felician,H,79,67
11/16/2023,Dayton,LSU,N,70,67
11/16/2023,Missouri,Minnesota,V,70,68
11/16/2023,Arizona St.,UMass Lowell,H,71,69
11/16/2023,North Dakota St.,Montana,V,78,69
11/16/2023,Presbyterian,North Florida,V,81,69
11/16/2023,Saint Louis,Wyoming,N,79,69
11/16/2023,Tennessee Tech,Midway,H,82,70
